,Unnamed: 0,word,label_GPT3,label_ChatGPT_prompt,label_ChatGPT_chat,label_Ground_truth
348,348,or,c,c,c,c
349,349,not,c,c,c,c
350,350,allowed,c,c,c,c
351,351,to,c,c,c,c
352,352,do,c,c,c,c
353,353,at,c,c,c,c
354,354,home,c,c,c,c
355,355,.,c,c,c,c
356,356,Well,c,c,c,c
357,357,",",c,c,c,c
358,358,I,c,c,c,c
359,359,have,c,c,c,c
360,360,rather,c,c,c,c
361,361,modern,c,c,c,c
362,362,parents,c,c,c,c
363,363,",",c,c,c,c
364,364,so,c,c,c,c
365,365,they,c,c,c,c
366,366,do,c,c,c,c
367,367,n't,c,c,c,c
368,368,prohibit,i,c,c,i
369,369,me,c,c,c,c
370,370,to,c,c,c,i
371,371,go,c,c,c,i
372,372,to,c,c,c,c
373,373,the,c,c,c,c
374,374,discoes,i,i,i,i
375,375,or,c,c,c,c
376,376,somewhere,c,c,c,c
377,377,with,c,c,c,c
378,378,my,c,c,c,c
379,379,friends,c,c,c,c
380,380,.,c,c,c,c
381,381,The,c,c,c,c
382,382,only,c,c,c,c
383,383,rule,c,c,c,c
384,384,for,c,c,c,c
385,385,me,c,c,c,c
386,386,at,c,c,c,c
387,387,home,c,c,c,c
388,388,is,c,c,c,c
389,389,to,c,c,c,c
390,390,walk,c,c,c,c
391,391,out,c,c,c,c
392,392,with,c,c,c,c
393,393,my,c,c,c,c
394,394,dog,c,c,c,c
395,395,three,c,c,c,c
396,396,times,c,c,c,c
397,397,a,c,c,c,c
398,398,day,c,c,c,c
399,399,.,c,c,c,c
400,400,I,c,c,c,c
401,401,hope,c,c,c,c
402,402,it,c,c,c,c
403,403,was,c,c,c,c
404,404,interesting,c,c,c,c
405,405,for,c,c,c,c
406,406,you,c,c,c,c
407,407,to,c,c,c,c
408,408,know,c,c,c,c
409,409,about,c,c,c,c
410,410,the,c,c,c,c
411,411,rules,c,c,c,c
412,412,in,c,c,c,c
413,413,my,c,c,c,c
414,414,life,c,c,c,c
415,415,.,c,c,c,c
416,416,Look,c,c,c,i
417,417,forward,c,c,c,c
418,418,to,c,c,c,c
419,419,hearing,c,c,c,c
420,420,from,c,c,c,c
421,421,you,c,c,c,c
422,422,",",c,c,c,c
423,423,Dear,c,c,c,c
424,424,Sir,c,c,c,c
425,425,/,c,c,c,c
426,426,Madam,c,c,c,c
427,427,",",c,c,c,c
428,428,I,c,c,c,c
429,429,was,c,c,c,i
430,430,to,c,c,c,c
431,431,Circle,c,c,c,i
432,432,Theatre,c,c,c,c
433,433,to,c,c,c,c
434,434,watch,c,c,c,c
435,435,',c,c,c,i
436,436,Over,c,c,c,c
437,437,the,c,c,c,c
438,438,rainbow,c,c,c,c
439,439,',c,c,c,c
440,440,musical,c,c,c,c
441,441,show,c,c,c,c
442,442,",",c,c,c,c
443,443,recently,c,c,c,c
444,444,.,c,c,c,c
445,445,I,c,c,c,c
446,446,was,c,c,c,c
447,447,trully,i,i,i,i
448,448,dissapointed,i,c,i,i
449,449,by,c,c,c,c
450,450,it,c,c,c,c
451,451,.,c,c,c,c
452,452,My,c,c,c,c
453,453,expectations,c,c,c,c
454,454,were,c,c,c,c
455,455,high,c,c,c,c
456,456,after,c,c,c,c
457,457,I,c,c,c,c
458,458,'ve,c,i,c,i
459,459,read,c,c,c,c
460,460,your,c,c,c,c
461,461,leaflet,c,c,c,c
462,462,in,c,c,c,c
463,463,which,c,c,c,c
464,464,it,c,c,c,c
465,465,was,c,c,c,c
466,466,advertised,c,c,c,c
467,467,as,c,c,c,c
468,468,',c,c,c,c
469,469,London,c,c,c,c
470,470,'s,c,c,c,c
471,471,newest,c,c,c,c
472,472,and,c,c,c,c
473,473,best,c,c,c,c
474,474,musical,c,c,c,c
475,475,show,c,c,c,c
476,476,',c,c,c,c
477,477,.,c,c,c,c
478,478,Yours,c,c,c,c
479,479,sincerely,c,c,c,c
480,480,Cambridge,c,c,c,c
481,481,13.06.00,c,c,c,c
482,482,Dear,c,c,c,c
483,483,friend,c,c,c,c
484,484,Kim,c,c,c,c
485,485,Last,c,c,c,c
486,486,month,c,c,c,c
487,487,",",c,c,c,c
488,488,I,c,c,c,c
489,489,enjoyed,c,c,c,c
490,490,to,c,i,i,i
491,491,help,c,c,c,i
492,492,at,c,c,c,c
493,493,a,c,c,c,c
494,494,pop,c,c,c,c
495,495,concert,c,c,c,c
496,496,in,c,c,c,c
497,497,Portugal,c,c,c,c
498,498,.,c,c,c,c
499,499,Everything,c,c,c,c
500,500,were,i,i,i,i
501,501,new,c,c,c,c
502,502,for,c,c,c,c
503,503,me,c,c,c,c
504,504,.,c,c,c,c
505,505,I,c,c,c,c
506,506,had,c,c,c,c
507,507,to,c,c,c,c
508,508,(,c,c,i,c
509,509,lyd,i,i,i,c
510,510,),c,c,i,c
511,511,tidy,c,c,c,c
512,512,up,c,c,c,c
513,513,the,c,c,c,c
514,514,place,c,c,c,c
515,515,where,c,c,c,c
516,516,they,c,c,c,c
517,517,have,c,c,c,c
518,518,to,c,c,i,c
519,519,wait,c,c,c,c
520,520,until,c,c,c,i
521,521,their,c,c,c,c
522,522,turn,c,c,c,c
523,523,.,c,c,c,c
524,524,The,c,c,c,c
525,525,group,c,c,c,c
526,526,asked,c,c,c,c
527,527,me,c,c,c,c
528,528,make,i,i,i,i
529,529,sure,c,c,c,c
530,530,that,c,c,c,c
531,531,in,c,c,c,c
532,532,the,c,c,c,c
533,533,fridge,c,c,c,c
534,534,they,c,c,c,c
535,535,always,c,c,c,c
536,536,could,c,c,c,c
537,537,find,c,c,c,c
538,538,a,c,c,c,c
539,539,big,c,c,c,i
540,540,variety,c,c,c,c
541,541,of,c,c,c,c
542,542,drinks,c,c,c,c
543,543,including,c,c,c,c
544,544,honey,c,c,c,c
545,545,and,c,c,c,c
546,546,lemon,c,c,c,c
547,547,for,c,c,c,c
548,548,throat,c,c,c,i
549,549,.,c,c,c,c
550,550,Other,c,c,c,i
551,551,thing,c,c,c,c
552,552,I,c,c,c,c
553,553,had,c,c,c,c
554,554,to,c,c,c,c
555,555,do,c,c,c,c
556,556,is,c,c,c,i
557,557,keep,c,c,c,c
558,558,an,c,c,c,c
559,559,eye,c,c,c,c
560,560,in,c,c,c,i
561,561,the,c,c,c,c
562,562,towels,c,c,c,c
563,563,",",c,c,c,c
564,564,I,c,c,c,c
565,565,mean,c,c,c,c
566,566,",",c,c,c,c
567,567,dried,c,c,c,i
568,568,towels,c,c,c,c
569,569,because,c,c,c,c
570,570,as,c,c,c,c
571,571,you,c,c,c,c
572,572,know,c,c,c,c
573,573,that,c,c,c,c
574,574,country,c,c,c,c
575,575,is,c,c,c,c
576,576,too,c,c,c,c
577,577,hot,c,c,c,c
578,578,",",c,c,c,c
579,579,especially,c,c,c,c
580,580,for,c,c,c,c
581,581,my,c,c,c,c
582,582,liking,c,c,c,c
583,583,",",c,c,c,c
584,584,as,c,c,c,i
585,585,they,c,c,c,c
586,586,have,c,c,c,c
587,587,to,c,c,i,c
588,588,change,c,c,c,c
589,589,the,c,c,c,c
590,590,clothes,c,c,c,c
591,591,and,c,c,c,c
592,592,looks,c,c,i,i
593,593,fresh,c,c,c,c
594,594,;,c,c,c,c
595,595,do,c,c,c,c
596,596,n't,c,c,c,c
597,597,ask,c,c,c,c
598,598,me,c,c,c,c
599,599,why,c,c,c,c
600,600,.,c,c,c,c
601,601,The,c,c,c,c
602,602,pop,c,c,c,c
603,603,concert,c,c,c,c
604,604,happened,c,c,c,c
605,605,in,c,c,c,c
606,606,a,c,c,c,c
607,607,big,c,c,c,c
608,608,stadium,c,c,c,c
609,609,called,c,c,c,c
610,610,"\""",c,c,c,c
611,611,Mararcanã,c,c,c,c
612,612,"\""",c,c,c,c
613,613,.,c,c,c,c
614,614,I,c,c,c,c
615,615,just,c,c,c,c
616,616,did,c,c,c,c
617,617,not,c,c,c,c
618,618,enjoyed,i,i,i,i
619,619,when,c,c,c,i
620,620,they,c,c,c,c
621,621,were,c,c,c,c
622,622,making,c,c,c,c
623,623,the,c,c,c,c
624,624,instruments,c,c,c,c
625,625,work,c,c,c,c
626,626,for,c,c,c,c
627,627,the,c,c,c,c
628,628,big,c,c,c,c
629,629,day,c,c,c,c
630,630,.,c,c,c,c
631,631,But,c,c,c,c
632,632,what,c,c,c,c
633,633,I,c,c,c,c
634,634,particularly,c,c,c,c
635,635,liked,c,c,c,c
636,636,was,c,c,c,c
637,637,see,c,i,i,i
638,638,and,c,c,c,i
639,639,ask,c,c,c,i
640,640,autographs,c,c,c,i
641,641,from,c,c,c,i
642,642,the,c,c,c,i
643,643,rest,c,c,c,i
644,644,of,c,c,c,i
645,645,the,c,c,c,i
646,646,others,c,c,c,i
647,647,groups,c,c,c,i
648,648,.,c,c,c,c
649,649,Do,c,c,c,c
650,650,n't,c,c,c,c
651,651,be,c,c,c,c
652,652,jealous,c,c,c,c
653,653,",",c,c,c,c
654,654,I,c,c,c,c
655,655,will,c,c,c,c
656,656,make,c,c,c,c
657,657,a,c,c,c,c
658,658,copy,c,c,c,c
659,659,for,c,c,c,c
660,660,you,c,c,c,c
661,661,",",c,c,c,c
662,662,OK,c,c,c,c
663,663,?,c,c,c,c
664,664,Love,c,c,i,c
665,665,Dear,c,c,c,c
666,666,Ms,c,c,c,c
667,667,Jane,c,c,c,c
668,668,Clark,c,c,c,c
669,669,.,c,c,c,c
670,670,I,c,c,c,c
671,671,am,c,c,c,c
672,672,writing,c,c,c,c
673,673,to,c,c,c,c
674,674,you,c,c,c,c
675,675,with,c,c,c,c
676,676,regard,c,c,c,c
677,677,to,c,c,c,c
678,678,the,c,c,c,c
679,679,International,c,c,c,c
680,680,Art,c,c,c,c
681,681,Festival,c,c,c,c
682,682,that,c,c,c,c
683,683,was,c,c,c,c
684,684,held,c,c,c,c
685,685,recently,c,c,c,c
686,686,.,c,c,c,c
687,687,The,c,c,c,c
688,688,festival,c,c,c,c
689,689,was,c,c,c,c
690,690,excenent,i,i,i,i
691,691,in,c,c,c,c
692,692,many,c,c,c,c
693,693,ways,c,c,c,c
694,694,",",c,c,c,c
695,695,and,c,c,c,c
696,696,especially,c,c,c,i
697,697,it,c,c,c,c
698,698,being,i,c,c,c
699,699,an,c,c,c,c
700,700,international,c,c,c,c
701,701,festival,c,c,c,c
702,702,was,c,c,c,c
703,703,a,c,c,c,c
704,704,challenging,c,c,c,c
705,705,",",c,c,c,c
706,706,but,c,c,c,c
707,707,brilliant,c,c,c,c
708,708,idea,c,c,c,c
709,709,.,c,c,c,c
710,710,I,c,c,c,c
711,711,assume,c,c,c,c
712,712,that,c,c,c,c
713,713,this,c,c,c,c
714,714,fact,c,c,c,c
715,715,attracted,c,c,c,c
716,716,people,c,c,c,c
717,717,very,c,c,c,c
718,718,much,c,c,c,c
719,719,.,c,c,c,c
720,720,In,c,c,c,c
721,721,addition,c,c,c,c
722,722,to,c,c,c,c
723,723,that,c,c,c,c
724,724,",",c,c,c,c
725,725,organising,c,c,c,c
726,726,one,c,c,c,c
727,727,weekend,c,c,c,c
728,728,with,c,c,c,c
729,729,special,c,c,c,c
730,730,price,c,c,c,c
731,731,tickets,c,c,c,c
732,732,was,c,c,c,c
733,733,particularly,c,c,c,c
734,734,good,c,c,c,c
735,735,.,c,c,c,c
736,736,I,c,c,c,c
737,737,personally,c,c,c,c
738,738,think,c,c,c,c
739,739,that,c,c,c,c
740,740,it,c,c,c,c
741,741,helped,c,c,c,c
742,742,many,c,c,c,c
743,743,people,c,c,c,c
744,744,who,c,c,c,c
745,745,were,c,c,c,c
746,746,not,c,c,c,c
747,747,able,c,c,c,c
748,748,to,c,c,c,c
749,749,afford,c,c,c,c
750,750,the,c,c,c,c
751,751,tickets,c,c,c,c
752,752,with,c,c,c,i
753,753,proper,c,c,c,i
754,754,price,c,c,c,c
755,755,to,c,c,c,c
756,756,come,c,c,c,c
757,757,to,c,c,c,c
758,758,the,c,c,c,c
759,759,festival,c,c,c,c
760,760,.,c,c,c,c
761,761,Moreover,c,c,c,c
762,762,",",c,c,c,c
763,763,most,c,c,c,c
764,764,of,c,c,c,c
765,765,the,c,c,c,c
766,766,events,c,c,c,c
767,767,I,c,c,c,c
768,768,went,c,c,c,c
769,769,to,c,c,c,c
770,770,were,c,c,c,c
771,771,fantastic,c,c,c,c
772,772,.,c,c,c,c
773,773,However,c,c,c,c
774,774,",",c,c,c,c
775,775,I,c,c,c,c
776,776,still,c,c,c,c
777,777,have,c,c,c,c
778,778,some,c,c,c,c
779,779,comments,c,c,c,c
780,780,to,c,c,c,c
781,781,make,c,c,c,c
782,782,to,c,c,c,c
783,783,improve,c,c,c,c
784,784,the,c,c,c,c
785,785,festival,c,c,c,c
786,786,next,c,c,c,c
787,787,year,c,c,c,c
788,788,.,c,c,c,c
789,789,The,c,c,c,c
790,790,festival,c,c,c,c
791,791,was,c,c,c,c
792,792,supposed,c,c,c,c
793,793,to,c,c,c,c
794,794,be,c,c,c,c
795,795,an,c,c,c,c
796,796,international,c,c,c,c
797,797,one,c,c,c,c
798,798,",",c,c,c,c
799,799,but,c,c,c,c
800,800,the,c,c,c,c
801,801,artists,c,c,c,c
802,802,and,c,c,c,c
803,803,stars,c,c,c,c
804,804,participated,i,c,c,i
805,805,in,c,c,c,c
806,806,it,c,c,c,c
807,807,were,c,c,c,c
808,808,from,c,c,c,c
809,809,six,c,c,c,c
810,810,countries,c,c,c,c
811,811,only,c,c,c,c
812,812,.,c,c,c,c
813,813,Thus,c,c,c,c
814,814,",",c,c,c,c
815,815,I,c,c,c,c
816,816,recommend,c,c,c,c
817,817,that,c,c,c,c
818,818,stars,c,c,c,c
819,819,and,c,c,c,c
820,820,artists,c,c,c,c
821,821,of,c,c,c,c
822,822,various,c,c,c,c
823,823,nationalities,c,c,c,c
824,824,should,c,c,c,c
825,825,be,c,c,c,c
826,826,invited,c,c,c,c
827,827,.,c,c,c,c
828,828,Also,c,c,c,c
829,829,",",c,c,c,c
830,830,some,c,c,c,c
831,831,of,c,c,c,c
832,832,the,c,c,c,c
833,833,concert,c,c,c,c
834,834,halls,c,c,c,c
835,835,where,c,c,c,c
836,836,the,c,c,c,c
837,837,musicians,c,c,c,c
838,838,performed,c,c,c,c
839,839,were,c,c,c,c
840,840,not,c,c,c,c
841,841,big,c,c,c,c
842,842,enough,c,c,c,c
843,843,for,c,c,c,c
844,844,the,c,c,c,c
845,845,vast,c,c,c,c
846,846,number,c,c,c,c
847,847,of,c,c,c,c
848,848,audiences,c,c,c,i
849,849,.,c,c,c,c
850,850,I,c,c,c,c
851,851,think,c,c,c,c
852,852,it,c,c,c,c
853,853,would,c,c,c,c
854,854,be,c,c,c,c
855,855,much,c,c,c,c
856,856,better,c,c,c,c
857,857,to,c,c,c,c
858,858,use,c,c,c,c
859,859,bigger,c,c,c,c
860,860,concert,c,c,c,c
861,861,halls,c,c,c,c
862,862,.,c,c,c,c
863,863,Furthermore,c,c,c,c
864,864,",",c,c,c,c
865,865,I,c,c,c,c
866,866,found,c,c,c,c
867,867,that,c,c,c,c
868,868,there,c,c,c,c
869,869,were,c,c,c,c
870,870,not,c,c,c,c
871,871,many,c,c,c,c
872,872,genres,c,c,c,c
873,873,of,i,i,i,i
874,874,neither,i,i,i,i
875,875,the,c,c,c,i
876,876,films,c,c,c,i
877,877,nor,c,i,c,i
878,878,the,c,c,c,c
879,879,plays,c,c,c,c
880,880,.,c,c,c,c
881,881,So,c,c,c,c
882,882,I,c,c,c,c
883,883,suggest,c,c,c,c
884,884,you,c,c,c,c
885,885,have,c,c,c,c
886,886,various,c,c,c,c
887,887,kinds,c,c,i,c
888,888,",",c,c,c,c
889,889,and,c,c,c,c
890,890,more,c,c,c,c
891,891,numbers,c,c,i,c
892,892,of,c,c,i,c
893,893,plays,c,c,c,c
894,894,and,c,c,c,c
895,895,films,c,c,c,c
896,896,next,c,c,c,c
897,897,year,c,c,c,c
898,898,.,c,c,c,c
899,899,I,c,c,c,c
900,900,hope,c,c,c,c
901,901,that,c,c,c,c
902,902,next,c,c,c,c
903,903,year,c,c,c,c
904,904,'s,c,c,c,c
905,905,festival,c,c,c,c
906,906,will,c,c,c,c
907,907,be,c,c,c,c
908,908,much,c,c,c,c
909,909,more,c,c,c,c
910,910,successful,c,c,c,c
911,911,that,i,c,i,i
912,912,this,c,c,c,c
913,913,year,c,c,c,c
914,914,'s,c,c,c,c
915,915,one,c,c,c,c
916,916,.,c,c,c,c
917,917,Yours,c,c,c,c
918,918,sincerely,c,c,c,c
919,919,",",c,c,c,c
920,920,The,c,c,i,c
921,921,Old,c,i,c,c
922,922,Man,c,c,c,c
923,923,and,c,c,c,c
924,924,the,c,c,c,c
925,925,Sea,c,c,c,c
926,926,People,c,c,c,c
927,927,all,c,c,c,c
928,928,have,c,c,c,c
929,929,different,c,c,c,c
930,930,opinions,c,c,c,c
931,931,about,c,c,c,c
932,932,books,c,c,c,c
933,933,.,c,c,c,c
934,934,Some,c,c,c,c
935,935,prefer,c,c,c,c
936,936,realistic,c,c,c,c
937,937,stories,c,c,c,c
938,938,whereas,c,c,c,c
939,939,others,c,c,c,c
940,940,do,c,c,c,i
941,941,unusual,c,c,c,c
942,942,ones,c,c,c,c
943,943,.,c,c,c,c
944,944,But,c,c,c,c
945,945,I,c,c,c,c
946,946,prefer,c,c,c,c
947,947,realistic,c,c,c,c
948,948,stories,c,c,c,c
949,949,such,c,c,c,c
950,950,as,c,c,c,c
951,951,Ernest,c,c,c,c
952,952,Hemingway,c,c,c,c
953,953,'s,c,c,c,c
954,954,"\""",c,c,c,c
955,955,The,c,c,c,c
956,956,Old,c,c,c,c
957,957,Man,c,c,c,c
958,958,and,c,c,c,c
959,959,the,c,c,c,c
